Time,Header.seq,Header.stamp.secs,Header.stamp.nsecs,Header.frame_id,Latitude,Longitude,Altitude,UTM_easting,UTM_northing,Fix_quality,Zone,Letter
1665071852.0317326,0,57452,0,GPS1_Frame,42.32829284667969,-71.10242462158203,57.70000076293945,326776.0625,4688368.0,4,19,T
1665071853.0351949,0,57453,0,GPS1_Frame,42.32829284667969,-71.1024169921875,57.599998474121094,326776.6875,4688368.0,4,19,T
1665071854.0260305,0,57454,0,GPS1_Frame,42.32828903198242,-71.10240936279297,57.599998474121094,326777.59375,4688367.5,4,19,T
1665071855.0330079,0,57455,0,GPS1_Frame,42.328285217285156,-71.1023941040039,57.599998474121094,326778.5625,4688367.0,4,19,T
1665071856.0319855,0,57456,0,GPS1_Frame,42.32828140258789,-71.10238647460938,57.599998474121094,326779.625,4688366.5,4,19,T
1665071857.0346677,0,57457,0,GPS1_Frame,42.328277587890625,-71.10237121582031,57.599998474121094,326780.6875,4688366.0,4,19,T
1665071858.0346856,0,57458,0,GPS1_Frame,42.32827377319336,-71.10235595703125,57.5,326781.78125,4688365.5,4,19,T
1665071859.0287492,0,57459,0,GPS1_Frame,42.328269958496094,-71.10234069824219,57.5,326782.90625,4688365.0,4,19,T
1665071860.0290153,0,57460,0,GPS1_Frame,42.32826614379883,-71.10233306884766,57.5,326783.96875,4688364.5,4,19,T
1665071861.034518,0,57461,0,GPS1_Frame,42.32826232910156,-71.1023178100586,57.400001525878906,326785.125,4688364.0,4,19,T
1665071862.032854,0,57462,0,GPS1_Frame,42.3282585144043,-71.10230255126953,57.400001525878906,326786.3125,4688364.0,4,19,T
1665071863.0346706,0,57463,0,GPS1_Frame,42.32825469970703,-71.10228729248047,57.400001525878906,326787.46875,4688363.5,4,19,T
1665071864.0318625,0,57464,0,GPS1_Frame,42.328250885009766,-71.1022720336914,57.400001525878906,326788.65625,4688363.0,4,19,T
1665071865.0311675,0,57465,0,GPS1_Frame,42.3282470703125,-71.10225677490234,57.29999923706055,326789.84375,4688362.5,4,19,T
1665071866.0353785,0,57466,0,GPS1_Frame,42.328243255615234,-71.10224914550781,57.29999923706055,326790.96875,4688362.0,4,19,T
1665071867.0331657,0,57467,0,GPS1_Frame,42.32823944091797,-71.10223388671875,57.29999923706055,326792.0625,4688361.5,4,19,T
1665071868.0411348,0,57468,0,GPS1_Frame,42.3282356262207,-71.10221862792969,57.20000076293945,326793.1875,4688361.0,4,19,T
1665071869.0386014,0,57469,0,GPS1_Frame,42.32823181152344,-71.10220336914062,57.20000076293945,326794.25,4688360.5,4,19,T
1665071870.0311608,0,57470,0,GPS1_Frame,42.32822799682617,-71.10218811035156,57.099998474121094,326795.34375,4688360.0,4,19,T
1665071871.038784,0,57471,0,GPS1_Frame,42.328224182128906,-71.10218048095703,57.099998474121094,326796.46875,4688359.5,4,19,T
1665071872.0267553,0,57472,0,GPS1_Frame,42.32822036743164,-71.10216522216797,57.099998474121094,326797.53125,4688359.0,4,19,T
1665071873.0331936,0,57473,0,GPS1_Frame,42.328216552734375,-71.1021499633789,57.0,326798.5625,4688359.0,4,19,T
1665071874.0334728,0,57474,0,GPS1_Frame,42.32821273803711,-71.10214233398438,57.0,326799.59375,4688358.5,4,19,T
1665071875.0341916,0,57475,0,GPS1_Frame,42.328208923339844,-71.10212707519531,57.0,326800.59375,4688358.0,4,19,T
1665071876.0363517,0,57476,0,GPS1_Frame,42.32820510864258,-71.10211181640625,57.0,326801.59375,4688357.5,4,19,T
1665071877.0343823,0,57477,0,GPS1_Frame,42.32820129394531,-71.10210418701172,57.0,326802.6875,4688357.0,4,19,T
1665071878.0332968,0,57478,0,GPS1_Frame,42.32820129394531,-71.10208892822266,56.900001525878906,326803.78125,4688357.0,4,19,T
1665071879.0442398,0,57479,0,GPS1_Frame,42.32819747924805,-71.1020736694336,56.900001525878906,326804.90625,4688356.5,4,19,T
1665071880.0289655,0,57480,0,GPS1_Frame,42.32819366455078,-71.10205841064453,56.900001525878906,326806.0625,4688356.0,4,19,T
1665071881.027626,0,57481,0,GPS1_Frame,42.328189849853516,-71.10204315185547,56.79999923706055,326807.21875,4688355.5,4,19,T
1665071882.035193,0,57482,0,GPS1_Frame,42.32818603515625,-71.10203552246094,56.79999923706055,326808.375,4688355.0,4,19,T
1665071883.0366075,0,57483,0,GPS1_Frame,42.328182220458984,-71.10202026367188,56.79999923706055,326809.5,4688354.5,4,19,T
1665071884.0457416,0,57484,0,GPS1_Frame,42.32817840576172,-71.10200500488281,56.79999923706055,326810.46875,4688354.0,4,19,T
1665071885.037486,0,57485,0,GPS1_Frame,42.32817459106445,-71.10199737548828,56.79999923706055,326811.40625,4688354.0,4,19,T
1665071886.0322068,0,57486,0,GPS1_Frame,42.32817077636719,-71.10198211669922,56.70000076293945,326812.375,4688353.5,4,19,T
1665071887.0364413,0,57487,0,GPS1_Frame,42.32816696166992,-71.10197448730469,56.70000076293945,326813.3125,4688353.0,4,19,T
1665071888.0299191,0,57488,0,GPS1_Frame,42.328163146972656,-71.10195922851562,56.70000076293945,326814.28125,4688352.5,4,19,T
1665071889.0341556,0,57489,0,GPS1_Frame,42.32815933227539,-71.10194396972656,56.70000076293945,326815.28125,4688352.0,4,19,T
1665071890.0325165,0,57490,0,GPS1_Frame,42.328155517578125,-71.10193634033203,56.599998474121094,326816.34375,4688352.0,4,19,T
1665071891.0364795,0,57491,0,GPS1_Frame,42.32815170288086,-71.10192108154297,56.599998474121094,326817.4375,4688351.5,4,19,T
1665071892.036776,0,57492,0,GPS1_Frame,42.328147888183594,-71.1019058227539,56.599998474121094,326818.5625,4688351.0,4,19,T
1665071893.0362115,0,57493,0,GPS1_Frame,42.32814407348633,-71.10189056396484,56.599998474121094,326819.625,4688350.5,4,19,T
1665071894.0362287,0,57494,0,GPS1_Frame,42.32814025878906,-71.10188293457031,56.5,326820.75,4688350.0,4,19,T
1665071895.0446093,0,57495,0,GPS1_Frame,42.3281364440918,-71.10186767578125,56.5,326821.875,4688349.5,4,19,T
1665071896.0392528,0,57496,0,GPS1_Frame,42.32813262939453,-71.10185241699219,56.5,326823.0,4688349.0,4,19,T
1665071897.040545,0,57497,0,GPS1_Frame,42.328128814697266,-71.10183715820312,56.400001525878906,326824.15625,4688348.5,4,19,T
1665071898.0309927,0,57498,0,GPS1_Frame,42.328125,-71.1018295288086,56.400001525878906,326825.21875,4688348.0,4,19,T
1665071899.029978,0,57499,0,GPS1_Frame,42.328121185302734,-71.10181427001953,56.400001525878906,326826.28125,4688347.5,4,19,T
1665071900.0481896,0,57500,0,GPS1_Frame,42.32811737060547,-71.10179901123047,56.29999923706055,326827.375,4688347.0,4,19,T
1665071901.0371902,0,57501,0,GPS1_Frame,42.3281135559082,-71.1017837524414,56.29999923706055,326828.4375,4688346.5,4,19,T
1665071902.0342922,0,57502,0,GPS1_Frame,42.32810974121094,-71.10177612304688,56.29999923706055,326829.5625,4688346.5,4,19,T
1665071903.0375307,0,57503,0,GPS1_Frame,42.32810592651367,-71.10176086425781,56.29999923706055,326830.6875,4688346.0,4,19,T
1665071904.0401404,0,57504,0,GPS1_Frame,42.328102111816406,-71.10174560546875,56.29999923706055,326831.8125,4688345.5,4,19,T
1665071905.0522788,0,57505,0,GPS1_Frame,42.32809829711914,-71.10173034667969,56.20000076293945,326832.96875,4688345.0,4,19,T
1665071906.0411375,0,57506,0,GPS1_Frame,42.328094482421875,-71.10171508789062,56.20000076293945,326834.09375,4688344.5,4,19,T
