Time,Header.seq,Header.stamp.secs,Header.stamp.nsecs,Header.frame_id,Latitude,Longitude,Altitude,UTM_easting,UTM_northing,Zone,Letter,GNSS_fix_quality
1665804914.0830288,0,12914,0,GPS1_Frame,42.36349716666667,-71.06430316666666,12.0,330012.2956768449,4692200.082581615,19.0,T,4.0
1665804915.0947826,0,12915,0,GPS1_Frame,42.36349716666667,-71.06430316666666,11.899999618530273,330012.2956768449,4692200.082581615,19.0,T,4.0
1665804916.0884848,0,12916,0,GPS1_Frame,42.36349716666667,-71.06430316666666,12.0,330012.2956768449,4692200.082581615,19.0,T,4.0
1665804917.097227,0,12917,0,GPS1_Frame,42.36349716666667,-71.06430316666666,12.0,330012.2956768449,4692200.082581615,19.0,T,4.0
1665804918.0923634,0,12918,0,GPS1_Frame,42.36349716666667,-71.06430316666666,12.0,330012.2956768449,4692200.082581615,19.0,T,4.0
1665804919.1017349,0,12919,0,GPS1_Frame,42.36349700000001,-71.06430316666666,11.899999618530273,330012.29522734456,4692200.064074506,19.0,T,4.0
1665804920.0752969,0,12920,0,GPS1_Frame,42.36349716666667,-71.06430316666666,12.0,330012.2956768449,4692200.082581615,19.0,T,4.0
1665804921.105417,0,12921,0,GPS1_Frame,42.36349716666667,-71.06430333333333,12.0,330012.28195190825,4692200.082914967,19.0,T,4.0
1665804922.0954757,0,12922,0,GPS1_Frame,42.36349716666667,-71.06430316666666,11.899999618530273,330012.2956768449,4692200.082581615,19.0,T,4.0
1665804923.105788,0,12923,0,GPS1_Frame,42.36349716666667,-71.06430333333333,11.899999618530273,330012.28195190825,4692200.082914967,19.0,T,4.0
1665804924.0941997,0,12924,0,GPS1_Frame,42.36349716666667,-71.06430316666666,11.899999618530273,330012.2956768449,4692200.082581615,19.0,T,4.0
1665804925.1044405,0,12925,0,GPS1_Frame,42.36349716666667,-71.06430333333333,11.899999618530273,330012.28195190825,4692200.082914967,19.0,T,4.0
1665804926.0787332,0,12926,0,GPS1_Frame,42.36349716666667,-71.06430333333333,11.899999618530273,330012.28195190825,4692200.082914967,19.0,T,4.0
1665804927.093641,0,12927,0,GPS1_Frame,42.36349716666667,-71.06430333333333,11.899999618530273,330012.28195190825,4692200.082914967,19.0,T,4.0
1665804928.0807528,0,12928,0,GPS1_Frame,42.36349716666667,-71.06430333333333,11.899999618530273,330012.28195190825,4692200.082914967,19.0,T,4.0
1665804929.0982332,0,12929,0,GPS1_Frame,42.36349716666667,-71.06430316666666,11.899999618530273,330012.2956768449,4692200.082581615,19.0,T,4.0
1665804930.0927916,0,12930,0,GPS1_Frame,42.36349716666667,-71.06430316666666,11.899999618530273,330012.2956768449,4692200.082581615,19.0,T,4.0
1665804931.109768,0,12931,0,GPS1_Frame,42.36349716666667,-71.06430333333333,11.899999618530273,330012.28195190825,4692200.082914967,19.0,T,4.0
1665804932.0865629,0,12932,0,GPS1_Frame,42.36349716666667,-71.06430333333333,11.899999618530273,330012.28195190825,4692200.082914967,19.0,T,4.0
1665804933.0993547,0,12933,0,GPS1_Frame,42.36349716666667,-71.06430333333333,11.899999618530273,330012.28195190825,4692200.082914967,19.0,T,4.0
1665804934.0971727,0,12934,0,GPS1_Frame,42.36349716666667,-71.06430333333333,11.899999618530273,330012.28195190825,4692200.082914967,19.0,T,4.0
1665804935.0928705,0,12935,0,GPS1_Frame,42.36349716666667,-71.06430333333333,11.899999618530273,330012.28195190825,4692200.082914967,19.0,T,4.0
1665804936.0883627,0,12936,0,GPS1_Frame,42.36349716666667,-71.06430333333333,11.899999618530273,330012.28195190825,4692200.082914967,19.0,T,4.0
1665804937.103003,0,12937,0,GPS1_Frame,42.36349716666667,-71.06430333333333,11.899999618530273,330012.28195190825,4692200.082914967,19.0,T,4.0
1665804938.0998893,0,12938,0,GPS1_Frame,42.36349700000001,-71.06430333333333,11.899999618530273,330012.28150240786,4692200.064407857,19.0,T,4.0
1665804939.0925677,0,12939,0,GPS1_Frame,42.36349700000001,-71.06430333333333,12.0,330012.28150240786,4692200.064407857,19.0,T,4.0
1665804940.0761516,0,12940,0,GPS1_Frame,42.36349700000001,-71.06430333333333,12.0,330012.28150240786,4692200.064407857,19.0,T,4.0
1665804941.0926542,0,12941,0,GPS1_Frame,42.36349700000001,-71.06430333333333,12.0,330012.28150240786,4692200.064407857,19.0,T,4.0
1665804942.0874145,0,12942,0,GPS1_Frame,42.36349716666667,-71.06430333333333,12.0,330012.28195190825,4692200.082914967,19.0,T,4.0
