Time,Header.seq,Header.stamp.secs,Header.stamp.nsecs,Header.frame_id,Latitude,Longitude,Altitude,UTM_easting,UTM_northing,Fix_quality,Zone,Letter
1665051334.0273483,0,51334,0,GPS1_Frame,42.328643798828125,-71.10295867919922,62.400001525878906,326733.0625,4688408.0,4,19,T
1665051335.0176916,0,51335,0,GPS1_Frame,42.328643798828125,-71.10295867919922,62.400001525878906,326733.0625,4688408.0,4,19,T
1665051336.0180357,0,51336,0,GPS1_Frame,42.328643798828125,-71.10295867919922,62.400001525878906,326733.0625,4688408.0,4,19,T
1665051337.0143678,0,51337,0,GPS1_Frame,42.328643798828125,-71.10295867919922,62.400001525878906,326733.0625,4688408.0,4,19,T
1665051338.0170047,0,51338,0,GPS1_Frame,42.328643798828125,-71.10295867919922,62.400001525878906,326733.0625,4688408.0,4,19,T
1665051339.0293224,0,51339,0,GPS1_Frame,42.328643798828125,-71.10295867919922,62.400001525878906,326733.0625,4688408.0,4,19,T
1665051340.0166109,0,51340,0,GPS1_Frame,42.328643798828125,-71.10295867919922,62.400001525878906,326733.0625,4688408.0,4,19,T
1665051341.0172074,0,51341,0,GPS1_Frame,42.328643798828125,-71.10295867919922,62.400001525878906,326733.0625,4688408.0,4,19,T
1665051342.0183372,0,51342,0,GPS1_Frame,42.328643798828125,-71.10295867919922,62.400001525878906,326733.0625,4688408.0,4,19,T
1665051343.016632,0,51343,0,GPS1_Frame,42.328643798828125,-71.10295867919922,62.400001525878906,326733.0625,4688408.0,4,19,T
1665051344.0273044,0,51344,0,GPS1_Frame,42.328643798828125,-71.10295867919922,62.400001525878906,326733.0625,4688408.0,4,19,T
1665051345.0172973,0,51345,0,GPS1_Frame,42.328643798828125,-71.10295867919922,62.400001525878906,326733.0625,4688408.0,4,19,T
1665051346.0123665,0,51346,0,GPS1_Frame,42.328643798828125,-71.10295867919922,62.400001525878906,326733.0625,4688408.0,4,19,T
1665051347.0159574,0,51347,0,GPS1_Frame,42.328643798828125,-71.10295867919922,62.400001525878906,326733.0625,4688408.0,4,19,T
1665051348.018054,0,51348,0,GPS1_Frame,42.328643798828125,-71.10295867919922,62.400001525878906,326733.0625,4688408.0,4,19,T
1665051349.0164797,0,51349,0,GPS1_Frame,42.328643798828125,-71.10295867919922,62.400001525878906,326733.0625,4688408.0,4,19,T
1665051350.0162292,0,51350,0,GPS1_Frame,42.328643798828125,-71.10295867919922,62.400001525878906,326733.0625,4688408.0,4,19,T
1665051351.016526,0,51351,0,GPS1_Frame,42.328643798828125,-71.10295867919922,62.400001525878906,326733.0625,4688408.0,4,19,T
1665051352.0156226,0,51352,0,GPS1_Frame,42.328643798828125,-71.10295867919922,62.400001525878906,326733.0625,4688408.0,4,19,T
1665051353.0165508,0,51353,0,GPS1_Frame,42.328643798828125,-71.10295867919922,62.400001525878906,326733.0625,4688408.0,4,19,T
1665051354.026968,0,51354,0,GPS1_Frame,42.328643798828125,-71.10295867919922,62.400001525878906,326733.0625,4688408.0,4,19,T
1665051355.0123587,0,51355,0,GPS1_Frame,42.328643798828125,-71.10295867919922,62.400001525878906,326733.0625,4688408.0,4,19,T
1665051356.012707,0,51356,0,GPS1_Frame,42.328643798828125,-71.10295867919922,62.5,326733.125,4688408.0,2,19,T
1665051357.0170038,0,51357,0,GPS1_Frame,42.328643798828125,-71.10295867919922,62.400001525878906,326733.09375,4688408.0,4,19,T
1665051358.0160153,0,51358,0,GPS1_Frame,42.328643798828125,-71.10295867919922,62.400001525878906,326733.09375,4688408.0,4,19,T
1665051359.0165207,0,51359,0,GPS1_Frame,42.328643798828125,-71.10295867919922,62.400001525878906,326733.09375,4688408.0,4,19,T
1665051360.0167873,0,51360,0,GPS1_Frame,42.328643798828125,-71.10295867919922,62.400001525878906,326733.09375,4688408.0,4,19,T
1665051361.0181022,0,51361,0,GPS1_Frame,42.328643798828125,-71.10295867919922,62.400001525878906,326733.09375,4688408.0,4,19,T
1665051362.0157785,0,51362,0,GPS1_Frame,42.328643798828125,-71.10295867919922,62.400001525878906,326733.0625,4688408.0,4,19,T
1665051363.0168684,0,51363,0,GPS1_Frame,42.328643798828125,-71.10295867919922,62.400001525878906,326733.0625,4688408.0,4,19,T
1665051364.0125215,0,51364,0,GPS1_Frame,42.328643798828125,-71.10295867919922,62.400001525878906,326733.0625,4688408.0,4,19,T
1665051365.016778,0,51365,0,GPS1_Frame,42.328643798828125,-71.10295867919922,62.400001525878906,326733.0625,4688408.0,4,19,T
1665051366.0176125,0,51366,0,GPS1_Frame,42.328643798828125,-71.10295867919922,62.400001525878906,326733.0625,4688408.0,4,19,T
1665051367.0166478,0,51367,0,GPS1_Frame,42.328643798828125,-71.10295867919922,62.400001525878906,326733.0625,4688408.0,4,19,T
1665051368.0184677,0,51368,0,GPS1_Frame,42.328643798828125,-71.10295867919922,62.400001525878906,326733.0625,4688408.0,4,19,T
1665051369.018337,0,51369,0,GPS1_Frame,42.328643798828125,-71.10295867919922,62.400001525878906,326733.0625,4688408.0,4,19,T
1665051370.0247283,0,51370,0,GPS1_Frame,42.328643798828125,-71.10295867919922,62.400001525878906,326733.0625,4688408.0,4,19,T
1665051371.0165136,0,51371,0,GPS1_Frame,42.328643798828125,-71.10295867919922,62.400001525878906,326733.0625,4688408.0,4,19,T
1665051372.0178113,0,51372,0,GPS1_Frame,42.328643798828125,-71.10295867919922,62.400001525878906,326733.0625,4688408.0,4,19,T
1665051373.0132453,0,51373,0,GPS1_Frame,42.328643798828125,-71.10295867919922,62.400001525878906,326733.0625,4688408.0,4,19,T
